activity;sampleId;stamp;alpha;beta;gamma;x;y;z
hands;Hands_Id1;1635417252851;358.1;63.406;-3.7;-0.1;0.1;-0.30004
hands;Hands_Id1;1635417252911;358.3;62.804;-3.6;0.1;-0.1;0.30004
hands;Hands_Id1;1635417252970;357.903;62.2;-2.9004;-0.1;0;0.4
hands;Hands_Id1;1635417253028;357.6;61.7;-2.5;0.1;0;0.5
hands;Hands_Id1;1635417253087;356.8;61.7;-1.7002;-0.1;0.1;0.30004
hands;Hands_Id1;1635417253151;357.205;62.406;-2.6;0.2;0;-0.4
hands;Hands_Id1;1635417253210;357.5;62.906;-3;0.1;0;-0.5
hands;Hands_Id1;1635417253268;357.8;63.1;-3.3003;0.1;-0.1;-0.1
hands;Hands_Id1;1635417253330;357.705;62.906;-3.1;0;0;0
hands;Hands_Id1;1635417253390;357.205;62.804;-2.6;-0.2;0;0.1
hands;Hands_Id1;1635417253451;356.705;62.906;-2.1;0.30004;0.4;0
hands;Hands_Id1;1635417253512;356.6;63.1;-2.1;-0.1;0.1;-0.30004
hands;Hands_Id1;1635417253567;356.6;62.906;-2.1;0;0;0.2
hands;Hands_Id1;1635417253602;356.6;62.906;-2.1;-0.1;0;0.1
hands;Hands_Id1;1635417253645;356.6;62.906;-2.1;0.1;0;0
hands;Hands_Id1;1635417253722;356.6;63.1;-2.3003;0;0;0
hands;Hands_Id1;1635417253785;356.705;63.2;-2.3003;-0.2;0.1;0
hands;Hands_Id1;1635417253842;356.5;63.5;-2.1;0;0;-0.1
hands;Hands_Id1;1635417253892;356.705;63.6;-2.3003;0;0;-0.1
hands;Hands_Id1;1635417253947;356.6;63.804;-2.1;-0.1;0;0
hands;Hands_Id1;1635417254008;356.5;63.906;-1.9001;-0.1;0;-0.1
hands;Hands_Id1;1635417254069;354;64.601;0.9;-1.1;0.4;0
hands;Hands_Id1;1635417254130;356.3;64.3;-1.5;0.7001;-0.30004;-0.1
hands;Hands_Id1;1635417254188;356.5;64.3;-1.3;0.6001;-0.2;0.4
hands;Hands_Id1;1635417254247;357.3;64.3;-2;0.4;-0.1;0
hands;Hands_Id1;1635417254307;357.6;64.3;-2.1;0.2;-0.1;-0.1
hands;Hands_Id1;1635417254365;358.205;64.101;-2.6;0.4;-0.2;0.30004
hands;Hands_Id1;1635417254424;358.8;64.101;-3.2;0.2;-0.1;0
hands;Hands_Id1;1635417254482;358.903;64.3;-3.3003;0;0;-0.2
hands;Hands_Id1;1635417254539;359.205;64.101;-3.5;0.1;0;-0.1
hands;Hands_Id1;1635417254602;358.903;63.7;-3.2;0.1;-0.1;0.2
