activity;sampleId;stamp;alpha;beta;gamma;x;y;z
walk;Id2;1636027612185;189.4;60.2;6;0.1;-0.1;0
walk;Id2;1636027612207;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612209;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612212;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612218;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612222;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612227;189.2;60.2;5.9;0.1;-0.3;0.2
walk;Id2;1636027612244;189;60.1;5.7;0.1;-0.3;0.2
walk;Id2;1636027612259;189;60.1;5.7;0.2;-0.1;0.1
walk;Id2;1636027612273;189;60.1;5.7;0.2;0;-0.1
walk;Id2;1636027612288;189;60.1;5.7;0.1;-0.1;0
walk;Id2;1636027612305;188.9;60.2;5.5;0;-0.2;0.3
walk;Id2;1636027612310;188.9;60.2;5.5;0;-0.2;0.3
walk;Id2;1636027612326;188.8;60.1;5.3;0;-0.2;0.3
walk;Id2;1636027612349;188.7;60.1;5.2;0.1;-0.1;0.2
walk;Id2;1636027612367;188.7;60.1;4.9;0.1;0;-0.2
walk;Id2;1636027612387;188.7;60.2;4.8;0;0;-0.1
walk;Id2;1636027612407;188.7;60.2;4.6;-0.1;-0.1;0
walk;Id2;1636027612411;188.7;60.2;4.6;-0.1;-0.1;0
walk;Id2;1636027612423;188.7;60.2;4.5;-0.1;-0.1;0
walk;Id2;1636027612433;188.7;60.2;4.5;-0.1;-0.1;0.1
walk;Id2;1636027612437;188.7;60.2;4.5;-0.1;-0.1;0.1
walk;Id2;1636027612442;188.7;60.2;4.5;-0.1;-0.1;0.1
walk;Id2;1636027612446;188.7;60.2;4.5;-0.1;-0.1;0.1
walk;Id2;1636027612459;188.5;60.2;4.4;-0.1;-0.1;0.1
walk;Id2;1636027612471;188.5;60.2;4.4;0;0;-0.1
walk;Id2;1636027612488;188.4;60.1;4.3;0.1;0.1;-0.3
walk;Id2;1636027612507;188.2;60.2;4.3;0.1;0;-0.2
walk;Id2;1636027612518;188.2;60.2;4.3;0.1;0;-0.1
walk;Id2;1636027612522;188.2;60.2;4.3;0.1;0;-0.1
walk;Id2;1636027612526;188.2;60.2;4.3;0.1;0;-0.1
walk;Id2;1636027612540;188;60.3;4.2;0.1;0;-0.1
walk;Id2;1636027612544;188;60.3;4.2;0.1;0;-0.1
walk;Id2;1636027612559;187.9;60.4;4.2;0.1;0;-0.1
walk;Id2;1636027612570;187.9;60.4;4.2;0;0;0.2
walk;Id2;1636027612574;187.9;60.4;4.2;0;0;0.2
walk;Id2;1636027612578;187.9;60.4;4.2;0;0;0.2
walk;Id2;1636027612592;187.7;60.5;4.4;0;0;0.2
walk;Id2;1636027612603;187.7;60.5;4.4;0.4;0;2.3
walk;Id2;1636027612612;187.6;60.2;4.1;0.4;0;2.3
walk;Id2;1636027612633;187.5;60.1;4;0.3;0.3;-0.3
walk;Id2;1636027612653;187.4;59.8;3.7;0.2;0.2;-0.1
walk;Id2;1636027612676;187.5;59.7;3.4;0.3;0.1;-0.3
walk;Id2;1636027612688;187.5;59.7;3.4;0.2;0;0
walk;Id2;1636027612702;187.5;59.6;3.2;0.1;-0.1;0
walk;Id2;1636027612718;187.6;59.5;3;0.1;-0.1;0
walk;Id2;1636027612733;187.6;59.5;2.8;0;-0.3;-0.1
