activity;sampleId;stamp;alpha;beta;gamma;x;y;z
table;1;1636021884726;270.2;0.8;-0.3;0;0;0
table;1;1636021884728;270.2;0.8;-0.3;0;0;0
table;1;1636021884737;270.2;0.8;-0.3;0;0;0
table;1;1636021884740;270.2;0.8;-0.3;0;0;0
table;1;1636021884744;270.2;0.8;-0.3;0;0;0
table;1;1636021884750;270.2;0.8;-0.3;0;0;0
table;1;1636021884754;270.2;0.8;-0.3;0;0;0
table;1;1636021884759;270.2;0.8;-0.3;0;0;0
table;1;1636021884769;270.2;0.8;-0.3;0;0;0
table;1;1636021884774;270.2;0.8;-0.3;0;0;0
table;1;1636021884779;270.2;0.8;-0.3;0;0;0
table;1;1636021884786;270.2;0.8;-0.3;0;0;0
table;1;1636021884790;270.2;0.8;-0.3;0;0;0
table;1;1636021884795;270.2;0.8;-0.3;0;0;0
table;1;1636021884808;270.2;0.8;-0.3;0;0;0
table;1;1636021884813;270.2;0.8;-0.3;0;0;0
table;1;1636021884820;270.2;0.8;-0.3;0;0;0
table;1;1636021884824;270.2;0.8;-0.3;0;0;0
table;1;1636021884829;270.2;0.8;-0.3;0;0;0
table;1;1636021884838;270.2;0.8;-0.3;0;0;0
table;1;1636021884842;270.2;0.8;-0.3;0;0;0
table;1;1636021884853;270.2;0.8;-0.3;0;0;0
table;1;1636021884857;270.2;0.8;-0.3;0;0;0
table;1;1636021884862;270.2;0.8;-0.3;0;0;0
table;1;1636021884871;270.2;0.8;-0.3;0;0;0
table;1;1636021884876;270.2;0.8;-0.3;0;0;0
table;1;1636021884886;270.2;0.8;-0.3;0;0;0
table;1;1636021884891;270.2;0.8;-0.3;0;0;0
table;1;1636021884895;270.2;0.8;-0.3;0;0;0
table;1;1636021884905;270.2;0.8;-0.3;0;0;0
table;1;1636021884910;270.2;0.8;-0.3;0;0;0
table;1;1636021884921;270.2;0.8;-0.3;0;0;0
table;1;1636021884925;270.2;0.8;-0.3;0;0;0
table;1;1636021884937;270.2;0.8;-0.3;0;0;0
table;1;1636021884942;270.2;0.8;-0.3;0;0;0
table;1;1636021884946;270.2;0.8;-0.3;0;0;0
table;1;1636021884954;270.2;0.8;-0.3;0;0;0
table;1;1636021884958;270.2;0.8;-0.3;0;0;0
table;1;1636021884962;270.2;0.8;-0.3;0;0;0
table;1;1636021884972;270.2;0.8;-0.3;0;0;0
table;1;1636021884976;270.2;0.8;-0.3;0;0;0
table;1;1636021884980;270.2;0.8;-0.3;0;0;0
table;1;1636021884988;270.2;0.8;-0.3;0;0;0
table;1;1636021884993;270.2;0.8;-0.3;0;0;0
table;1;1636021884997;270.2;0.8;-0.3;0;0;0
table;1;1636021885004;270.2;0.8;-0.3;0;0;0
table;1;1636021885008;270.2;0.8;-0.3;0;0;0
table;1;1636021885019;270.2;0.8;-0.3;0;0;0
table;1;1636021885024;270.2;0.8;-0.3;0;0;0
table;1;1636021885028;270.2;0.8;-0.3;0;0;0
table;1;1636021885036;270.2;0.8;-0.3;0;0;0
table;1;1636021885041;270.2;0.8;-0.3;0;0;0
table;1;1636021885045;270.2;0.8;-0.3;0;0;0
table;1;1636021885049;270.2;0.8;-0.3;0;0;0
table;1;1636021885054;270.2;0.8;-0.3;0;0;0
table;1;1636021885059;270.2;0.8;-0.3;0;0;0
table;1;1636021885065;270.2;0.8;-0.3;0;0;0
table;1;1636021885069;270.2;0.8;-0.3;0;0;0
table;1;1636021885074;270.2;0.8;-0.3;0;0;0
table;1;1636021885078;270.2;0.8;-0.3;0;0;0
table;1;1636021885083;270.2;0.8;-0.3;0;0;0
table;1;1636021885088;270.2;0.8;-0.3;0;0;0
table;1;1636021885092;270.2;0.8;-0.3;0;0;0
table;1;1636021885097;270.2;0.8;-0.3;0;0;0
table;1;1636021885101;270.2;0.8;-0.3;0;0;0
table;1;1636021885106;270.2;0.8;-0.3;0;0;0
table;1;1636021885110;270.2;0.8;-0.3;0;0;0
table;1;1636021885115;270.2;0.8;-0.3;0;0;0
table;1;1636021885119;270.2;0.8;-0.3;0;0;0
table;1;1636021885124;270.2;0.8;-0.3;0;0;0
table;1;1636021885128;270.2;0.8;-0.3;0;0;0
table;1;1636021885133;270.2;0.8;-0.3;0;0;0
table;1;1636021885137;270.2;0.8;-0.3;0;0;0
table;1;1636021885142;270.2;0.8;-0.3;0;0;0
table;1;1636021885148;270.2;0.8;-0.3;0;0;0
table;1;1636021885153;270.2;0.8;-0.3;0;0;0
table;1;1636021885158;270.2;0.8;-0.3;0;0;0
table;1;1636021885162;270.2;0.8;-0.3;0;0;0
table;1;1636021885166;270.2;0.8;-0.3;0;0;0
table;1;1636021885171;270.2;0.8;-0.3;0;0;0
table;1;1636021885176;270.2;0.8;-0.3;0;0;0
table;1;1636021885182;270.2;0.8;-0.3;0;0;0
table;1;1636021885187;270.2;0.8;-0.3;0;0;0
table;1;1636021885191;270.2;0.8;-0.3;0;0;0
table;1;1636021885196;270.2;0.8;-0.3;0;0;0
table;1;1636021885203;270.2;0.8;-0.3;0;0;0
table;1;1636021885208;270.2;0.8;-0.3;0;0;0
table;1;1636021885213;270.2;0.8;-0.3;0;0;0
table;1;1636021885217;270.2;0.8;-0.3;0;0;0
table;1;1636021885222;270.2;0.8;-0.3;0;0;0
table;1;1636021885227;270.2;0.8;-0.3;0;0;0
table;1;1636021885234;270.2;0.8;-0.3;0;0;0
table;1;1636021885239;270.2;0.8;-0.3;0;0;0
table;1;1636021885244;270.2;0.8;-0.3;0;0;0
table;1;1636021885254;270.2;0.8;-0.3;0;0;0
table;1;1636021885261;270.2;0.8;-0.3;0;0;0
table;1;1636021885265;270.2;0.8;-0.3;0;0;0
table;1;1636021885270;270.2;0.8;-0.3;0;0;0
table;1;1636021885275;270.2;0.8;-0.3;0;0;0
table;1;1636021885279;270.2;0.8;-0.3;0;0;0
table;1;1636021885283;270.2;0.8;-0.3;0;0;0
table;1;1636021885288;270.2;0.8;-0.3;0;0;0
table;1;1636021885293;270.2;0.8;-0.3;0;0;0
table;1;1636021885297;270.2;0.8;-0.3;0;0;0
table;1;1636021885301;270.2;0.8;-0.3;0;0;0
table;1;1636021885306;270.2;0.8;-0.3;0;0;0
table;1;1636021885311;270.2;0.8;-0.3;0;0;0
table;1;1636021885315;270.2;0.8;-0.3;0;0;0
table;1;1636021885319;270.2;0.8;-0.3;0;0;0
table;1;1636021885324;270.2;0.8;-0.3;0;0;0
table;1;1636021885329;270.2;0.8;-0.3;0;0;0
table;1;1636021885333;270.2;0.8;-0.3;0;0;0
table;1;1636021885338;270.2;0.8;-0.3;0;0;0
table;1;1636021885342;270.2;0.8;-0.3;0;0;0
table;1;1636021885347;270.2;0.8;-0.3;0;0;0
table;1;1636021885351;270.2;0.8;-0.3;0;0;0
table;1;1636021885355;270.2;0.8;-0.3;0;0;0
table;1;1636021885360;270.2;0.8;-0.3;0;0;0
table;1;1636021885364;270.2;0.8;-0.3;0;0;0
table;1;1636021885370;270.2;0.8;-0.3;0;0;0
table;1;1636021885374;270.2;0.8;-0.3;0;0;0
table;1;1636021885379;270.2;0.8;-0.3;0;0;0
table;1;1636021885383;270.2;0.8;-0.3;0;0;0
table;1;1636021885388;270.2;0.8;-0.3;0;0;0
table;1;1636021885393;270.2;0.8;-0.3;0;0;0
table;1;1636021885397;270.2;0.8;-0.3;0;0;0
table;1;1636021885402;270.2;0.8;-0.3;0;0;0
table;1;1636021885407;270.2;0.8;-0.3;0;0;0
table;1;1636021885412;270.2;0.8;-0.3;0;0;0
table;1;1636021885417;270.2;0.8;-0.3;0;0;0
table;1;1636021885422;270.2;0.8;-0.3;0;0;0
table;1;1636021885426;270.2;0.8;-0.3;0;0;0
table;1;1636021885431;270.2;0.8;-0.3;0;0;0
table;1;1636021885436;270.2;0.8;-0.3;0;0;0
table;1;1636021885441;270.2;0.8;-0.3;0;0;0
table;1;1636021885445;270.2;0.8;-0.3;0;0;0
table;1;1636021885450;270.2;0.8;-0.3;0;0;0
table;1;1636021885455;270.2;0.8;-0.3;0;0;0
table;1;1636021885459;270.2;0.8;-0.3;0;0;0
table;1;1636021885464;270.2;0.8;-0.3;0;0;0
table;1;1636021885469;270.2;0.8;-0.3;0;0;0
table;1;1636021885474;270.2;0.8;-0.3;0;0;0
table;1;1636021885479;270.2;0.8;-0.3;0;0;0
table;1;1636021885483;270.2;0.8;-0.3;0;0;0
table;1;1636021885488;270.2;0.8;-0.3;0;0;0
table;1;1636021885493;270.2;0.8;-0.3;0;0;0
table;1;1636021885497;270.2;0.8;-0.3;0;0;0
table;1;1636021885502;270.2;0.8;-0.3;0;0;0
table;1;1636021885507;270.2;0.8;-0.3;0;0;0
table;1;1636021885511;270.2;0.8;-0.3;0;0;0
table;1;1636021885516;270.2;0.8;-0.3;0;0;0
table;1;1636021885521;270.2;0.8;-0.3;0;0;0
table;1;1636021885525;270.2;0.8;-0.3;0;0;0
table;1;1636021885530;270.2;0.8;-0.3;0;0;0
table;1;1636021885535;270.2;0.8;-0.3;0;0;0
table;1;1636021885540;270.2;0.8;-0.3;0;0;0
table;1;1636021885544;270.2;0.8;-0.3;0;0;0
table;1;1636021885549;270.2;0.8;-0.3;0;0;0
table;1;1636021885553;270.2;0.8;-0.3;0;0;0
table;1;1636021885558;270.2;0.8;-0.3;0;0;0
table;1;1636021885563;270.2;0.8;-0.3;0;0;0
table;1;1636021885567;270.2;0.8;-0.3;0;0;0
table;1;1636021885572;270.2;0.8;-0.3;0;0;0
table;1;1636021885577;270.2;0.8;-0.3;0;0;0
table;1;1636021885582;270.2;0.8;-0.3;0;0;0
table;1;1636021885586;270.2;0.8;-0.3;0;0;0
table;1;1636021885591;270.2;0.8;-0.3;0;0;0
table;1;1636021885596;270.2;0.8;-0.3;0;0;0
table;1;1636021885600;270.2;0.8;-0.3;0;0;0
table;1;1636021885605;270.2;0.8;-0.3;0;0;0
table;1;1636021885610;270.2;0.8;-0.3;0;0;0
table;1;1636021885614;270.2;0.8;-0.3;0;0;0
table;1;1636021885619;270.2;0.8;-0.3;0;0;0
table;1;1636021885623;270.2;0.8;-0.3;0;0;0
table;1;1636021885628;270.2;0.8;-0.3;0;0;0
table;1;1636021885633;270.2;0.8;-0.3;0;0;0
table;1;1636021885637;270.2;0.8;-0.3;0;0;0
table;1;1636021885643;270.2;0.8;-0.3;0;0;0
table;1;1636021885648;270.2;0.8;-0.3;0;0;0
table;1;1636021885653;270.2;0.8;-0.3;0;0;0
table;1;1636021885658;270.2;0.8;-0.3;0;0;0
table;1;1636021885662;270.2;0.8;-0.3;0;0;0
table;1;1636021885667;270.2;0.8;-0.3;0;0;0
table;1;1636021885671;270.2;0.8;-0.3;0;0;0
table;1;1636021885676;270.2;0.8;-0.3;0;0;0
table;1;1636021885681;270.2;0.8;-0.3;0;0;0
table;1;1636021885685;270.2;0.8;-0.3;0;0;0
table;1;1636021885690;270.2;0.8;-0.3;0;0;0
table;1;1636021885695;270.2;0.8;-0.3;0;0;0
table;1;1636021885699;270.2;0.8;-0.3;0;0;0
table;1;1636021885704;270.2;0.8;-0.3;0;0;0
table;1;1636021885708;270.2;0.8;-0.3;0;0;0
table;1;1636021885713;270.2;0.8;-0.3;0;0;0
table;1;1636021885718;270.2;0.8;-0.3;0;0;0
table;1;1636021885723;270.2;0.8;-0.3;0;0;0
