activity;sampleId;stamp;alpha;beta;gamma;x;y;z
stand;Id4;1636026687754;302.8;29.9;-1.7;-0.2;0.4;0.1
stand;Id4;1636026687773;302.8;30.2;-1.6;-0.2;0.4;0
stand;Id4;1636026687788;302.8;30.2;-1.6;-0.3;0.3;0.1
stand;Id4;1636026687807;302.8;30.4;-1.6;-0.3;0.3;0.2
stand;Id4;1636026687818;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687822;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687827;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687831;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687835;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687840;302.8;30.4;-1.6;-0.3;0.2;0.2
stand;Id4;1636026687856;302.8;30.6;-1.6;-0.3;0.1;0.4
stand;Id4;1636026687878;302.9;30.8;-1.7;-0.3;-0.1;0.6
stand;Id4;1636026687905;303;31;-1.8;-0.3;0;0.3
stand;Id4;1636026687932;303.2;31.6;-1.9;-0.3;0.2;-0.2
stand;Id4;1636026687944;303.3;31.9;-1.9;-0.3;0.2;-0.2
stand;Id4;1636026687970;303.5;32.1;-2;-0.4;0.2;-0.2
stand;Id4;1636026687993;303.8;32.4;-2;-0.4;0;0
stand;Id4;1636026688018;303.9;32.5;-2.1;-0.4;-0.1;0
stand;Id4;1636026688036;304.1;32.8;-2.1;-0.4;-0.1;0.1
stand;Id4;1636026688060;304.5;33.2;-2.3;-0.3;0.1;-0.3
stand;Id4;1636026688088;304.8;33.4;-2.4;-0.3;0.1;-0.7
stand;Id4;1636026688117;305.3;33.6;-2.6;-0.1;0.1;-0.4
stand;Id4;1636026688128;305.6;33.6;-2.6;-0.1;0.1;-0.4
stand;Id4;1636026688151;305.9;33.5;-2.7;-0.1;-0.1;-0.1
stand;Id4;1636026688176;306.2;33.6;-2.8;0;-0.2;-0.1
stand;Id4;1636026688196;306.4;33.6;-2.8;0;-0.1;-0.4
stand;Id4;1636026688216;307;33.7;-2.9;0;0;-0.5
stand;Id4;1636026688239;307.4;33.6;-3;0.1;-0.1;-0.4
stand;Id4;1636026688270;308.2;33.4;-3;0.2;-0.3;0.1
stand;Id4;1636026688298;308.5;33.4;-3;0.2;-0.3;0.1
stand;Id4;1636026688323;308.8;33.4;-3.1;0.1;-0.2;0
stand;Id4;1636026688345;309;33.3;-3.1;0.1;-0.3;0.1
stand;Id4;1636026688369;309.5;33.2;-3.1;0.2;-0.2;-0.1
stand;Id4;1636026688388;309.6;33.2;-3.1;0.2;-0.1;-0.1
stand;Id4;1636026688412;310;33;-3.1;0.2;-0.2;0.1
stand;Id4;1636026688435;310.1;32.9;-3.1;0.3;-0.2;0
stand;Id4;1636026688446;310.2;32.8;-3.1;0.3;-0.2;0
stand;Id4;1636026688465;310.4;32.7;-3;0.3;-0.1;-0.1
stand;Id4;1636026688485;310.5;32.6;-3;0.3;0;0.2
stand;Id4;1636026688523;310.6;32.5;-2.9;0.3;0;0.2
stand;Id4;1636026688536;310.7;32.4;-2.9;0.3;0;0.2
stand;Id4;1636026688540;310.7;32.4;-2.9;0.3;0;0.2
stand;Id4;1636026688544;310.7;32.4;-2.9;0.3;0;0.2
stand;Id4;1636026688549;310.7;32.4;-2.9;0.3;0;0.2
stand;Id4;1636026688553;310.7;32.4;-2.9;0.3;0;0.2
stand;Id4;1636026688566;311;32.3;-2.9;0.3;0;0.2
stand;Id4;1636026688582;311;32.3;-2.9;0.3;0.1;0.1
stand;Id4;1636026688598;311;32.3;-2.8;0.3;0.1;0
stand;Id4;1636026688612;311.1;32.2;-2.8;0.2;0.1;0
stand;Id4;1636026688621;311.1;32.2;-2.8;0.3;0.1;0
stand;Id4;1636026688633;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688639;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688643;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688647;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688652;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688656;311.1;32.2;-2.8;0.3;0;0.2
stand;Id4;1636026688673;311.1;32.1;-2.8;0.3;0.1;0.1
stand;Id4;1636026688683;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688688;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688692;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688697;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688701;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688706;311.1;32.1;-2.8;0.3;0.1;0
stand;Id4;1636026688725;311.1;32;-2.7;0.3;0.1;-0.2
stand;Id4;1636026688745;311;31.9;-2.7;0.3;0.1;-0.1
stand;Id4;1636026688758;311;31.9;-2.7;0.2;0;-0.1
stand;Id4;1636026688777;310.9;31.8;-2.7;0.2;0;0.2
stand;Id4;1636026688802;310.9;31.7;-2.6;0.2;-0.1;0.4
stand;Id4;1636026688822;310.8;31.7;-2.7;0.2;-0.1;0.2
stand;Id4;1636026688826;310.8;31.7;-2.7;0.2;-0.1;0.2
stand;Id4;1636026688830;310.8;31.7;-2.7;0.2;-0.1;0.2
stand;Id4;1636026688835;310.8;31.7;-2.7;0.2;-0.1;0.2
stand;Id4;1636026688839;310.8;31.7;-2.7;0.2;-0.1;0.2
stand;Id4;1636026688858;310.6;31.7;-2.6;0.2;-0.1;0.1
stand;Id4;1636026688870;310.4;31.7;-2.6;0.2;-0.1;0.1
stand;Id4;1636026688874;310.4;31.7;-2.6;0.2;-0.1;0.1
stand;Id4;1636026688880;310.4;31.7;-2.6;0.2;-0.1;0.3
stand;Id4;1636026688885;310.4;31.7;-2.6;0.2;-0.1;0.3
stand;Id4;1636026688889;310.4;31.7;-2.6;0.2;-0.1;0.3
stand;Id4;1636026688904;310.2;31.7;-2.6;0.1;-0.1;0.3
stand;Id4;1636026688922;310;31.7;-2.5;0.1;-0.1;0.2
stand;Id4;1636026688943;309.8;31.8;-2.5;0.1;0;0
stand;Id4;1636026688959;309.8;31.8;-2.5;0.1;0;-0.1
stand;Id4;1636026688975;309.5;31.8;-2.5;0.1;0;-0.2
stand;Id4;1636026688998;309.3;31.7;-2.4;0.1;-0.1;-0.1
stand;Id4;1636026689013;309.3;31.7;-2.4;0;-0.1;0.2
stand;Id4;1636026689031;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689036;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689040;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689045;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689049;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689053;309;31.7;-2.4;0;-0.2;0.3
stand;Id4;1636026689069;308.7;31.8;-2.4;0;-0.2;0.3
stand;Id4;1636026689083;308.7;31.8;-2.4;-0.1;0;-0.1
stand;Id4;1636026689102;308.3;31.8;-2.4;0;0;0
stand;Id4;1636026689116;308.1;31.8;-2.4;-0.1;-0.1;0.1
stand;Id4;1636026689129;307.9;31.8;-2.4;-0.1;-0.1;0.1
stand;Id4;1636026689151;307.7;31.9;-2.3;-0.1;0;0.1
stand;Id4;1636026689161;307.6;31.9;-2.3;-0.1;0;0.1
stand;Id4;1636026689178;307.4;32;-2.3;-0.1;0;0.2
stand;Id4;1636026689196;307.2;32.1;-2.3;-0.1;0;0.3
stand;Id4;1636026689214;307;32.2;-2.2;-0.1;0;0.1
stand;Id4;1636026689235;306.8;32.3;-2.2;-0.1;0.1;0.2
stand;Id4;1636026689258;306.7;32.5;-2.1;-0.2;0.1;0.4
stand;Id4;1636026689280;306.5;32.7;-2.1;-0.3;0.1;0.2
stand;Id4;1636026689304;306.3;33.1;-2.1;-0.3;0.2;0.1
stand;Id4;1636026689319;306.2;33.3;-2.1;-0.4;0.2;0.1
stand;Id4;1636026689325;306.2;33.3;-2.1;-0.4;0.2;0.1
stand;Id4;1636026689329;306.2;33.3;-2.1;-0.4;0.2;0.1
stand;Id4;1636026689334;306.2;33.3;-2.1;-0.4;0.2;0.1
stand;Id4;1636026689338;306.2;33.3;-2.1;-0.4;0.2;0.1
stand;Id4;1636026689361;306.1;33.7;-2.2;-0.3;0.1;0.2
stand;Id4;1636026689384;306.1;34;-2.3;-0.3;0.1;0.1
stand;Id4;1636026689394;306;34.2;-2.3;-0.3;0.1;0.1
stand;Id4;1636026689414;306.1;34.3;-2.4;-0.3;0.2;-0.1
stand;Id4;1636026689433;306.1;34.5;-2.4;-0.3;0.1;-0.1
stand;Id4;1636026689444;306.1;34.7;-2.4;-0.3;0.1;-0.1
stand;Id4;1636026689462;306.1;34.8;-2.5;-0.2;0.1;-0.3
stand;Id4;1636026689478;306.1;35;-2.5;-0.2;0.1;-0.4
stand;Id4;1636026689488;306.1;35;-2.5;-0.3;0.1;-0.4
stand;Id4;1636026689492;306.1;35;-2.5;-0.3;0.1;-0.4
stand;Id4;1636026689497;306.1;35;-2.5;-0.3;0.1;-0.4
stand;Id4;1636026689502;306.1;35;-2.5;-0.3;0.1;-0.4
stand;Id4;1636026689506;306.1;35;-2.5;-0.3;0.1;-0.4
stand;Id4;1636026689528;306.2;35.1;-2.6;-0.2;-0.1;-0.1
stand;Id4;1636026689551;306.3;35.2;-2.6;-0.2;-0.1;-0.3
stand;Id4;1636026689563;306.4;35.2;-2.7;-0.2;-0.1;-0.3
stand;Id4;1636026689581;306.5;35.3;-2.7;-0.1;-0.1;-0.3
stand;Id4;1636026689591;306.5;35.3;-2.7;0;-0.1;-0.4
stand;Id4;1636026689602;306.5;35.3;-2.7;0;-0.2;-0.2
stand;Id4;1636026689607;306.5;35.3;-2.7;0;-0.2;-0.2
stand;Id4;1636026689620;306.6;35.3;-2.7;0;-0.3;0.1
stand;Id4;1636026689634;306.8;35.4;-2.8;0;-0.3;0.1
stand;Id4;1636026689646;306.8;35.4;-2.8;0;-0.3;0.3
stand;Id4;1636026689665;306.9;35.6;-2.8;0;-0.1;-0.4
stand;Id4;1636026689679;307;35.7;-2.9;0;-0.1;-0.4
stand;Id4;1636026689695;307.1;35.7;-2.9;0;0;-0.7
stand;Id4;1636026689706;307.2;35.6;-2.9;0;0;-0.7
stand;Id4;1636026689722;307.2;35.6;-2.9;0.1;-0.2;-0.4
stand;Id4;1636026689726;307.2;35.6;-2.9;0.1;-0.2;-0.4
stand;Id4;1636026689731;307.2;35.6;-2.9;0.1;-0.2;-0.4
stand;Id4;1636026689735;307.2;35.6;-2.9;0.1;-0.2;-0.4
stand;Id4;1636026689740;307.2;35.6;-2.9;0.1;-0.2;-0.4
stand;Id4;1636026689761;307.4;35.5;-3;0;-0.3;-0.2
stand;Id4;1636026689790;307.6;35.3;-3.1;0;0;-0.7
stand;Id4;1636026689813;307.7;35.2;-3.1;0.1;0.1;-0.7
stand;Id4;1636026689835;307.9;34.7;-3.2;0.1;-0.1;0.2
stand;Id4;1636026689849;308;34.4;-3.2;0.1;-0.1;0.2
stand;Id4;1636026689862;308.1;34.1;-3.2;0.1;-0.1;0.5
stand;Id4;1636026689880;308.2;33.9;-3.2;0.1;-0.1;0.7
stand;Id4;1636026689897;308.3;33.7;-3.2;0.1;-0.1;0.6
stand;Id4;1636026689919;308.4;33.6;-3.2;0;0;0.8
stand;Id4;1636026689943;308.7;33.4;-3.3;-0.1;0.1;0.6
stand;Id4;1636026689968;308.8;33.4;-3.4;-0.1;0.1;0.5
stand;Id4;1636026689989;308.9;33.4;-3.4;0;0.2;0.1
stand;Id4;1636026689993;308.9;33.4;-3.4;0;0.2;0.1
stand;Id4;1636026689997;308.9;33.4;-3.4;0;0.2;0.1
stand;Id4;1636026690002;308.9;33.4;-3.4;0;0.2;0.1
stand;Id4;1636026690006;308.9;33.4;-3.4;0;0.2;0.1
stand;Id4;1636026690025;309.1;33.4;-3.5;0;0.2;0
stand;Id4;1636026690044;309.3;33.5;-3.5;0;0.2;0.2
stand;Id4;1636026690060;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690067;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690071;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690076;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690080;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690084;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690089;309.4;33.5;-3.5;0;0.2;0.4
stand;Id4;1636026690111;309.7;33.7;-3.6;0.1;0.1;0.2
stand;Id4;1636026690134;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690139;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690143;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690147;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690152;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690156;309.8;33.8;-3.6;0.1;0.1;0.1
stand;Id4;1636026690176;309.9;34;-3.6;0.1;0;0.2
stand;Id4;1636026690199;310;34.2;-3.6;0.1;-0.1;0.3
stand;Id4;1636026690235;310;34.3;-3.5;0.2;-0.1;0.2
stand;Id4;1636026690261;310.1;34.6;-3.5;0.1;-0.1;-0.2
stand;Id4;1636026690278;310.1;34.8;-3.5;0.1;-0.1;-0.3
stand;Id4;1636026690296;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690301;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690305;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690309;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690314;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690318;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690322;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690327;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690331;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690336;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690340;310.2;34.9;-3.5;0.1;-0.2;-0.4
stand;Id4;1636026690352;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690357;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690361;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690366;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690370;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690374;310.2;34.9;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690381;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690386;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690390;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690395;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690400;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690404;310.2;34.9;-3.5;0.1;-0.3;-0.2
stand;Id4;1636026690430;310.3;34.6;-3.5;0.1;-0.3;-0.3
stand;Id4;1636026690452;310.4;34.6;-3.5;0.1;-0.3;-0.1
stand;Id4;1636026690461;310.4;34.5;-3.5;0.1;-0.3;-0.1
stand;Id4;1636026690480;310.4;34.4;-3.4;0;-0.3;0
stand;Id4;1636026690489;310.4;34.4;-3.4;0;-0.3;0.2
stand;Id4;1636026690497;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690502;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690507;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690511;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690515;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690520;310.4;34.4;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690537;310.5;34.2;-3.4;-0.1;-0.3;0.2
stand;Id4;1636026690557;310.5;34.2;-3.4;0;0;-0.4
stand;Id4;1636026690577;310.6;34.1;-3.4;-0.1;0.1;-0.4
stand;Id4;1636026690593;310.6;34;-3.4;-0.1;0.1;-0.2
stand;Id4;1636026690610;310.6;33.8;-3.4;-0.1;0;0.2
stand;Id4;1636026690632;310.6;33.7;-3.4;0;0;0.4
stand;Id4;1636026690650;310.6;33.6;-3.4;0;0;0.5
stand;Id4;1636026690664;310.7;33.5;-3.4;0.1;0;0.4
stand;Id4;1636026690681;310.7;33.4;-3.4;0.1;0.1;0.2
stand;Id4;1636026690694;310.7;33.4;-3.4;0.1;0.2;0
stand;Id4;1636026690699;310.7;33.4;-3.4;0.1;0.2;0
stand;Id4;1636026690703;310.7;33.4;-3.4;0.1;0.2;0
stand;Id4;1636026690708;310.7;33.4;-3.4;0.1;0.2;0
