activity;sampleId;stamp;alpha;beta;gamma;x;y;z
stand;Id3;1636026683670;315;37.5;3.8;-0.1;0.1;-0.5
stand;Id3;1636026683713;314.9;37.6;3.8;0;-0.1;-0.1
stand;Id3;1636026683729;314.8;37.7;3.9;0;0;-0.1
stand;Id3;1636026683736;314.8;37.7;3.9;0;0;-0.1
stand;Id3;1636026683755;314.8;37.7;3.9;0.1;0;0
stand;Id3;1636026683769;314.8;37.7;3.9;0.1;0;-0.1
stand;Id3;1636026683777;314.8;37.7;3.9;0.1;0;-0.1
stand;Id3;1636026683782;314.8;37.7;3.9;0.1;0;-0.1
stand;Id3;1636026683786;314.8;37.7;3.9;0.1;0;-0.1
stand;Id3;1636026683812;314.7;37.8;3.9;0;0;-0.1
stand;Id3;1636026683833;314.6;38;3.8;-0.1;0;0
stand;Id3;1636026683852;314.6;38;3.8;-0.2;0;0
stand;Id3;1636026683877;314.4;38;3.7;-0.1;0;-0.1
stand;Id3;1636026683884;314.4;38;3.7;-0.1;0;-0.1
stand;Id3;1636026683888;314.4;38;3.7;-0.1;0;-0.1
stand;Id3;1636026683909;314.3;38.1;3.7;0;0;-0.1
stand;Id3;1636026683932;314.1;38.1;3.6;0;0.1;0
stand;Id3;1636026683939;314.1;38.1;3.6;0;0.1;0
stand;Id3;1636026683951;314.1;38.2;3.5;0;0.1;0
stand;Id3;1636026683966;314;38.2;3.5;0;0.1;0
stand;Id3;1636026683970;314;38.2;3.5;0;0.1;0
stand;Id3;1636026683991;313.9;38.3;3.5;0.1;0.1;0
stand;Id3;1636026684008;313.9;38.4;3.4;0;0.1;0
stand;Id3;1636026684024;313.8;38.4;3.4;0;0.1;0.1
stand;Id3;1636026684030;313.8;38.4;3.4;0;0.1;0.1
stand;Id3;1636026684034;313.8;38.4;3.4;0;0.1;0.1
stand;Id3;1636026684038;313.8;38.4;3.4;0;0.1;0.1
stand;Id3;1636026684055;313.7;38.5;3.3;0;0;0.1
