activity;sampleId;stamp;alpha;beta;gamma;x;y;z
stand;2;1636026682837;332.2;37;-3.8;0;0.1;-0.2
stand;2;1636026682851;332;37;-3.8;0;0.1;-0.2
stand;2;1636026682864;331.9;37.1;-3.8;0;0.1;-0.2
stand;2;1636026682888;331.8;37.2;-3.7;0;0;0
stand;2;1636026682901;331.8;37.3;-3.7;0;0;0
stand;2;1636026682920;331.8;37.3;-3.7;-0.1;-0.1;0.1
stand;2;1636026682932;331.8;37.3;-3.7;-0.1;-0.2;0.1
stand;2;1636026682953;331.6;37.4;-3.6;-0.1;-0.1;0.1
stand;2;1636026682971;331.5;37.4;-3.6;0;-0.1;0.1
stand;2;1636026682991;331.4;37.4;-3.5;0.1;-0.1;-0.1
stand;2;1636026683010;331.3;37.4;-3.5;0;-0.1;-0.1
stand;2;1636026683033;331.1;37.4;-3.4;0.1;0;-0.2
stand;2;1636026683054;330.9;37.5;-3.4;0.1;0.1;-0.1
stand;2;1636026683060;330.9;37.5;-3.4;0.1;0.1;-0.1
stand;2;1636026683068;330.9;37.5;-3.4;0.2;0.1;-0.1
stand;2;1636026683076;330.9;37.5;-3.4;0.2;0.1;-0.1
stand;2;1636026683091;330.8;37.5;-3.4;0;0;0
stand;2;1636026683111;330.7;37.6;-3.4;0;-0.1;0
stand;2;1636026683117;330.7;37.6;-3.4;0;-0.1;0
stand;2;1636026683127;330.7;37.6;-3.4;0;-0.1;0
stand;2;1636026683135;330.7;37.6;-3.4;0;0;0.1
stand;2;1636026683141;330.7;37.6;-3.4;0;0;0.1
stand;2;1636026683160;330.6;37.6;-3.4;-0.1;0;0
stand;2;1636026683176;330.5;37.7;-3.5;-0.1;0;0
stand;2;1636026683180;330.5;37.7;-3.5;-0.1;0;0
stand;2;1636026683185;330.5;37.7;-3.5;-0.1;0;0
stand;2;1636026683190;330.5;37.7;-3.5;-0.1;0;0
stand;2;1636026683194;330.5;37.7;-3.5;-0.1;0;0
stand;2;1636026683201;330.5;37.7;-3.5;-0.1;-0.1;0
stand;2;1636026683206;330.5;37.7;-3.5;-0.1;-0.1;0
stand;2;1636026683211;330.5;37.7;-3.5;-0.1;-0.1;0
stand;2;1636026683227;330.3;37.7;-3.6;0;0;-0.1
stand;2;1636026683239;330.2;37.6;-3.6;0;0;-0.1
stand;2;1636026683244;330.2;37.6;-3.6;0;0;-0.1
stand;2;1636026683248;330.2;37.6;-3.6;0;0;-0.1
stand;2;1636026683253;330.2;37.6;-3.6;0;0;-0.1
stand;2;1636026683257;330.2;37.6;-3.6;0;0;-0.1
stand;2;1636026683279;330.1;37.6;-3.6;0.1;0.1;-0.2
stand;2;1636026683295;330;37.7;-3.7;0;0.1;-0.1
stand;2;1636026683313;329.8;37.7;-3.7;0;0;0
stand;2;1636026683328;329.7;37.8;-3.7;0;0;0
stand;2;1636026683336;329.6;37.8;-3.7;0;0;0
stand;2;1636026683341;329.6;37.8;-3.7;0;0;0
stand;2;1636026683345;329.6;37.8;-3.7;0;0;0
stand;2;1636026683350;329.6;37.8;-3.7;0;0;0
stand;2;1636026683354;329.6;37.8;-3.7;0;0;0
stand;2;1636026683359;329.6;37.8;-3.7;0;0;0
stand;2;1636026683371;329.5;37.9;-3.7;0;0;0
stand;2;1636026683376;329.5;37.9;-3.7;0;0;0
stand;2;1636026683380;329.5;37.9;-3.7;0;0;0
stand;2;1636026683384;329.5;37.9;-3.7;0;0;0
stand;2;1636026683389;329.5;37.9;-3.7;0;0;0
stand;2;1636026683394;329.5;37.9;-3.7;0;0;0
stand;2;1636026683414;329.3;38;-3.6;-0.1;0;0.1
stand;2;1636026683431;329.2;38.1;-3.6;-0.1;-0.1;0.1
stand;2;1636026683436;329.2;38.1;-3.6;-0.1;-0.1;0.1
stand;2;1636026683440;329.2;38.1;-3.6;-0.1;-0.1;0.1
stand;2;1636026683455;329.1;38.1;-3.6;-0.1;-0.1;0.1
stand;2;1636026683463;329.1;38.1;-3.6;0;-0.1;0.3
stand;2;1636026683477;329;38.2;-3.6;0.2;0;0.7
stand;2;1636026683498;328.9;38.1;-3.7;0.2;-0.2;1.2
stand;2;1636026683517;328.8;38;-3.7;0;0;0
stand;2;1636026683537;328.7;37.9;-3.7;-0.1;-0.1;-0.3
stand;2;1636026683550;328.7;37.7;-3.6;-0.1;-0.1;-0.3
stand;2;1636026683567;328.6;37.6;-3.6;-0.1;0;-0.3
stand;2;1636026683585;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683589;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683594;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683598;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683602;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683607;328.5;37.6;-3.5;0;0.1;-0.3
stand;2;1636026683619;328.4;37.7;-3.5;0;0.1;-0.3
stand;2;1636026683630;328.4;37.7;-3.5;0;-0.1;-0.1
stand;2;1636026683636;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683641;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683645;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683650;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683654;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683659;328.4;37.8;-3.5;0;-0.1;-0.1
stand;2;1636026683675;328.3;37.8;-3.4;0;-0.1;-0.1
stand;2;1636026683689;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683695;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683699;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683704;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683708;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683712;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683717;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683721;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683725;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683730;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683734;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683739;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683743;328.3;37.8;-3.4;0.1;0;-0.1
stand;2;1636026683761;328.2;38;-3.5;-0.1;-0.1;0
