activity;sampleId;stamp;alpha;beta;gamma;x;y;z
table;Id4;1636021886594;270.3;0.5;-0.5;0.1;0;0
table;Id4;1636021886619;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886630;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886632;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886640;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886646;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886650;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886659;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886664;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886675;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886679;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886684;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886692;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886696;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886711;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886715;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886725;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886730;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886734;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886742;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886747;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886752;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886761;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886765;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886776;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886780;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886794;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886798;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886803;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886810;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886814;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886824;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886828;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886833;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886841;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886846;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886850;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886857;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886861;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886866;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886874;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886879;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886884;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886889;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886893;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886898;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886904;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886908;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886913;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886917;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886921;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886926;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886930;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886936;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886940;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886946;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886951;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886955;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886959;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886964;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886968;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886973;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886977;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886982;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886986;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886991;270.3;0.5;-0.5;0;0;0
table;Id4;1636021886996;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887000;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887004;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887009;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887013;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887019;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887024;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887028;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887033;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887037;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887042;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887046;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887053;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887058;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887062;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887067;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887072;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887077;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887081;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887086;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887090;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887095;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887102;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887107;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887111;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887116;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887121;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887125;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887129;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887134;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887139;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887143;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887148;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887153;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887157;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887162;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887167;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887171;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887176;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887181;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887185;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887189;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887194;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887199;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887204;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887208;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887213;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887217;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887222;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887226;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887231;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887235;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887240;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887245;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887250;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887255;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887259;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887264;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887268;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887273;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887277;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887282;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887287;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887292;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887297;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887301;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887306;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887311;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887316;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887320;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887325;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887330;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887334;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887339;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887343;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887348;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887353;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887358;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887362;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887367;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887372;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887376;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887381;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887385;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887390;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887395;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887399;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887404;270.3;0.5;-0.5;0;0;0
table;Id4;1636021887409;270.3;0.5;-0.5;0;0;0
