activity;sampleId;stamp;alpha;beta;gamma;x;y;z
walk;3;1636027613378;267.5;57.3;15.6;-0.2;-0.1;0.1
walk;3;1636027613397;267.5;57.2;15.5;-0.1;-0.1;0
walk;3;1636027613414;267.5;57.1;15.1;-0.1;-0.1;0.1
walk;3;1636027613427;267.5;57;14.9;-0.1;0;0
walk;3;1636027613438;267.5;57;14.9;-0.1;0;-0.1
walk;3;1636027613449;267.6;56.9;14.8;-0.1;0;-0.1
walk;3;1636027613461;267.6;56.9;14.6;-0.1;0.1;-0.1
walk;3;1636027613466;267.6;56.9;14.6;-0.1;0.1;-0.1
walk;3;1636027613470;267.6;56.9;14.6;-0.1;0.1;-0.1
walk;3;1636027613482;267.5;56.8;14.5;-0.1;0.1;-0.1
walk;3;1636027613491;267.5;56.8;14.5;-0.1;0;0
walk;3;1636027613496;267.5;56.8;14.5;-0.1;0;0
walk;3;1636027613500;267.5;56.8;14.5;-0.1;0;0
walk;3;1636027613515;267.5;56.7;14.3;-0.1;0;0
walk;3;1636027613522;267.5;56.7;14.3;-0.1;0.1;-0.1
walk;3;1636027613529;267.5;56.7;14.3;-0.1;0.1;-0.1
walk;3;1636027613533;267.5;56.7;14.3;-0.1;0.1;-0.1
walk;3;1636027613548;267.4;56.7;14.1;-0.1;0.1;-0.1
walk;3;1636027613557;267.4;56.7;14.1;-0.2;-0.1;0.1
walk;3;1636027613573;267.4;56.7;14;-0.2;-0.1;0.2
walk;3;1636027613583;267.3;56.7;13.9;-0.2;-0.1;0.2
walk;3;1636027613598;267.2;56.7;13.8;-0.2;0;0.1
walk;3;1636027613612;267.2;56.7;13.8;-0.1;0.1;0
walk;3;1636027613630;267.2;56.6;13.8;-0.1;0;-0.1
walk;3;1636027613640;267.2;56.6;13.8;-0.1;0;0
walk;3;1636027613651;267;56.6;13.7;-0.1;0;0
walk;3;1636027613655;267;56.6;13.7;-0.1;0;0
walk;3;1636027613659;267;56.6;13.7;-0.1;0;0
walk;3;1636027613664;267;56.6;13.7;-0.1;0;0
walk;3;1636027613668;267;56.6;13.7;-0.1;0;0
walk;3;1636027613682;266.8;56.6;13.5;-0.1;0;0
walk;3;1636027613689;266.8;56.6;13.5;-0.1;-0.1;0.2
walk;3;1636027613701;266.7;56.5;13.5;-0.1;-0.1;0.2
walk;3;1636027613705;266.7;56.5;13.5;-0.1;-0.1;0.2
walk;3;1636027613709;266.7;56.5;13.5;-0.1;-0.1;0.2
walk;3;1636027613713;266.7;56.5;13.5;-0.1;-0.1;0.2
walk;3;1636027613718;266.7;56.5;13.5;-0.1;-0.1;0.2
walk;3;1636027613733;266.5;56.4;13.5;-0.1;-0.1;0.2
walk;3;1636027613741;266.5;56.4;13.5;0;0;-0.1
walk;3;1636027613746;266.5;56.4;13.5;0;0;-0.1
walk;3;1636027613750;266.5;56.4;13.5;0;0;-0.1
walk;3;1636027613763;266.3;56.4;13.5;0;0;-0.1
walk;3;1636027613770;266.3;56.4;13.5;0;0.1;-0.2
walk;3;1636027613780;266.1;56.4;13.5;0;0.1;-0.2
walk;3;1636027613787;266.1;56.4;13.5;0;0;0
walk;3;1636027613799;266;56.5;13.5;0;0;0
walk;3;1636027613806;266;56.5;13.5;-0.1;0;0.1
walk;3;1636027613812;266;56.5;13.5;-0.1;0;0.1
walk;3;1636027613816;266;56.5;13.5;-0.1;0;0.1
walk;3;1636027613832;265.8;56.6;13.4;-0.1;0;0.1
walk;3;1636027613836;265.8;56.6;13.4;-0.1;0;0.1
walk;3;1636027613847;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613852;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613856;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613860;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613864;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613869;265.7;56.6;13.3;-0.1;0;0.1
walk;3;1636027613883;265.5;56.6;13.2;-0.1;0;0.1
walk;3;1636027613899;265.4;56.7;13.4;-0.1;0.1;3
walk;3;1636027613911;265.4;56.7;13.4;-0.3;0.1;-0.6
walk;3;1636027613928;265.2;56.7;13.9;-0.4;0.1;1.3
walk;3;1636027613940;265.2;56.7;13.9;-0.2;0.2;-0.6
walk;3;1636027613951;264.8;56.7;14.2;-0.2;0.2;-0.6
walk;3;1636027613971;264.6;56.6;14.3;-0.3;-0.2;0.9
walk;3;1636027613992;264.3;56.5;14.5;-0.1;-0.1;0.2
walk;3;1636027614011;263.9;56.2;14.5;0;-0.1;0.2
walk;3;1636027614021;263.9;56.2;14.5;0;-0.1;-0.2
walk;3;1636027614033;263.7;56.1;14.4;0;-0.1;-0.2
walk;3;1636027614042;263.7;56.1;14.4;-0.1;-0.2;0
walk;3;1636027614046;263.7;56.1;14.4;-0.1;-0.2;0
walk;3;1636027614051;263.7;56.1;14.4;-0.1;-0.2;0
walk;3;1636027614066;263.5;56;14.2;-0.1;-0.2;0
walk;3;1636027614075;263.5;56;14.2;-0.2;-0.3;0.1
walk;3;1636027614087;263.5;56;14.2;-0.2;-0.4;0.2
walk;3;1636027614098;263.3;56;14;-0.2;-0.4;0.2
walk;3;1636027614102;263.3;56;14;-0.2;-0.4;0.2
walk;3;1636027614115;263.2;55.9;13.9;-0.2;-0.4;0.2
walk;3;1636027614126;263.2;55.9;13.9;-0.3;-0.3;0
walk;3;1636027614139;263.2;55.9;13.9;-0.4;-0.1;-0.2
walk;3;1636027614151;262.9;55.9;13.7;-0.4;-0.1;-0.2
walk;3;1636027614173;262.4;56;13.7;-0.5;0;-0.1
walk;3;1636027614186;262.4;56;13.7;-0.6;0;0.2
walk;3;1636027614203;261.6;56;13.8;-0.6;0.1;0.4
walk;3;1636027614216;261.6;56;13.8;-0.7;0.2;0.3
walk;3;1636027614230;261.1;56.1;13.9;-0.7;0.3;0.6
walk;3;1636027614241;261.1;56.1;13.9;-0.7;0.3;1.1
walk;3;1636027614259;260.5;56.1;14;-0.7;0.4;1.5
walk;3;1636027614279;260;56;14.1;-0.7;0.7;1.6
walk;3;1636027614300;259.5;55.7;14.2;-0.8;1.1;1.6
walk;3;1636027614314;258.4;55.1;14.4;-0.8;1.5;1.5
walk;3;1636027614326;258.4;55.1;14.4;-1;1.4;1.6
walk;3;1636027614346;257.7;54.7;14.6;-1.1;1.3;2
walk;3;1636027614366;257.2;54.4;14.9;-0.8;1.3;2.3
walk;3;1636027614388;255.5;53.2;15.9;0.2;1.1;1.4
walk;3;1636027614406;254.9;52.7;16.1;0.2;1.1;2.2
walk;3;1636027614418;254.4;51.8;16.3;0.2;1.1;2.2
walk;3;1636027614438;254.1;51.1;16.4;0;1.7;1.6
walk;3;1636027614458;253.6;50.2;16.6;-0.1;1.5;1.3
walk;3;1636027614482;252.6;48.5;16.9;-0.6;1.7;1.7
walk;3;1636027614503;252.1;47.5;17.2;0.8;2;0.2
walk;3;1636027614516;251.7;46.8;17.5;0.8;2;0.2
walk;3;1636027614530;251.1;46.1;17.8;0.2;1.3;-0.3
walk;3;1636027614543;251.1;46.1;17.8;-0.8;0.5;0.4
walk;3;1636027614563;250.2;44.9;18.1;-0.4;0.9;0.9
walk;3;1636027614577;250.2;44.9;18.1;0.6;0.6;-0.3
walk;3;1636027614597;249.8;44.1;18.3;1.1;0.3;-0.7
walk;3;1636027614616;249.3;42.9;18.3;0.6;-0.2;-1.9
walk;3;1636027614647;248.9;42.2;18.2;-0.1;-0.7;-2.2
walk;3;1636027614660;248.9;42.2;18.2;-0.1;-1.1;-2.5
walk;3;1636027614676;248.7;42;18.3;1.2;-2.2;-2.2
walk;3;1636027614696;248.3;41.7;18.7;1.5;-2.7;-2.8
walk;3;1636027614709;248.3;41.7;18.7;1.1;-3.4;-3.2
walk;3;1636027614728;247.6;41.4;19.4;1.6;-2.9;-3.3
walk;3;1636027614741;247.6;41.4;19.4;1.5;-3.6;-1.9
walk;3;1636027614760;247.1;41.4;19.9;1.6;-3.6;-1.9
walk;3;1636027614777;246.6;41.4;20.6;1.6;-4;-0.7
walk;3;1636027614797;246.1;41.5;21;2.1;-4.3;0.9
walk;3;1636027614817;245.4;40.7;22;2.2;-4;0.2
walk;3;1636027614831;245.3;39.8;22.7;2.2;-3.4;-0.8
walk;3;1636027614845;245.3;39.8;22.7;2.1;-2.8;-1.2
walk;3;1636027614865;245.1;39;23.5;1.6;-2.2;-1.9
walk;3;1636027614885;244.3;38.2;25.1;1.5;-1.4;-1.9
walk;3;1636027614912;243;38.8;26.8;1.8;-1.1;-1
walk;3;1636027614926;243;38.8;26.8;2;-1.2;-0.3
walk;3;1636027614944;242.4;39.7;27.5;2;-1.4;0.4
walk;3;1636027614964;241.9;40.6;27.9;1.7;-1.7;2.2
walk;3;1636027614984;241.6;41.7;28.2;1.8;-1.4;1.6
walk;3;1636027615005;241.6;44;28.4;1.4;-1;1.1
walk;3;1636027615025;241.7;44.8;28.4;0.7;-0.1;-0.4
walk;3;1636027615030;241.7;44.8;28.4;0.7;-0.1;-0.4
walk;3;1636027615034;241.7;44.8;28.4;0.7;-0.1;-0.4
walk;3;1636027615047;241.7;45.9;28.3;0.7;-0.1;-0.4
walk;3;1636027615056;241.7;45.9;28.3;0.5;-1;0.9
walk;3;1636027615068;241.9;46.9;28.4;0.5;-1;0.9
walk;3;1636027615082;242.1;47.6;28.5;0.3;-1;-1.2
walk;3;1636027615095;242.1;47.6;28.5;0;0.2;-1.5
walk;3;1636027615116;242.3;49.4;29.2;-0.1;1.3;-0.8
walk;3;1636027615134;242.7;50.7;29.6;-0.1;1.7;-1.4
walk;3;1636027615154;243.1;53.6;30.1;-0.1;1.7;-1.4
walk;3;1636027615166;243.1;53.6;30.1;-1;2.4;-1.2
walk;3;1636027615181;243.4;55.6;30.3;-0.8;3.3;0.9
walk;3;1636027615194;243.4;55.6;30.3;-0.3;3.8;1.6
walk;3;1636027615215;245.2;59.1;29.5;0.1;4;2.8
walk;3;1636027615228;245.2;59.1;29.5;-0.7;4.7;2.3
walk;3;1636027615248;247.5;60.8;27.7;-1;5;2
walk;3;1636027615268;249.9;62;25.7;-2.4;2.9;0.7
walk;3;1636027615295;258.5;64.9;18.3;-1.8;3.1;0.8
walk;3;1636027615309;258.5;64.9;18.3;-1.4;4.7;-0.9
walk;3;1636027615324;261.4;65.8;15.8;-1.7;4.1;0.6
walk;3;1636027615344;263.5;66.3;14;-4.7;1.2;0.5
walk;3;1636027615363;265.5;66.9;11.9;-6.6;-1.5;1.5
walk;3;1636027615383;265.2;67.4;11.5;-1.2;1.7;5.2
walk;3;1636027615407;266;65;10.2;-0.5;5.1;6
walk;3;1636027615428;266.5;63.2;9.5;-1.6;4.5;3.5
walk;3;1636027615440;266.5;63.2;9.5;-1.5;3.7;3.1
walk;3;1636027615460;266.8;61.2;8.9;-0.8;4.7;4
walk;3;1636027615479;267.5;56.9;8;-0.8;4.9;3.6
walk;3;1636027615495;267.5;56.9;8;-0.5;4.3;3.5
walk;3;1636027615516;267.9;52.1;7.2;-0.3;3.7;3.1
walk;3;1636027615543;268.3;47.3;6.7;-0.1;3.6;2.2
walk;3;1636027615563;268.4;45.1;6.3;-0.4;3;0.4
walk;3;1636027615577;268.4;45.1;6.3;-0.2;2.1;0.5
walk;3;1636027615596;268.5;42;5.7;0;1.2;-0.3
walk;3;1636027615609;268.5;42;5.7;-0.2;-0.6;-1.3
walk;3;1636027615628;268.7;39.1;5.1;-0.2;-1.9;-2.2
walk;3;1636027615640;268.7;39.1;5.1;0.5;-2.9;-3.1
walk;3;1636027615659;268.7;37.4;4.8;0.8;-4;-2
walk;3;1636027615680;269;34.1;4.5;0.7;-5.8;-2.7
walk;3;1636027615692;269;34.1;4.5;0.7;-6.7;-4.4
walk;3;1636027615709;269.1;32.1;4.5;0.7;-6.9;-8.2
walk;3;1636027615728;269.2;30.7;4.6;0.6;-7;-10.8
walk;3;1636027615748;269.3;29.3;4.8;0.4;-7;-10.9
walk;3;1636027615769;269.1;29.1;5.3;0.2;-7.5;-8.9
walk;3;1636027615781;268.9;29.9;5.8;0.2;-7.5;-8.9
walk;3;1636027615789;268.9;29.9;5.8;0.6;-7.7;-6.1
walk;3;1636027615801;268.7;31;6.3;0.6;-7.7;-6.1
walk;3;1636027615822;268.6;31.8;6.6;2;-7.1;-2.7
walk;3;1636027615840;268.7;33.2;7.1;2.3;-6.9;-2.7
walk;3;1636027615854;268.7;33.2;7.1;2.4;-6;-3.7
walk;3;1636027615874;268.9;34;7.4;2.3;-4.6;-5.3
walk;3;1636027615895;269;36.2;8;2.3;-2.4;-6.6
walk;3;1636027615907;269;36.2;8;2.3;-1.8;-6.2
walk;3;1636027615925;269;38.1;8.5;2.4;-1.5;-5.2
walk;3;1636027615946;269;39.7;9;2.6;-1.2;-4.1
walk;3;1636027615966;268.9;41.9;9.8;2.5;-0.6;-3.7
walk;3;1636027615981;268.8;45.8;11.2;2.3;-0.2;-2.6
walk;3;1636027615993;268.8;45.8;11.2;2.2;0.3;-2.5
walk;3;1636027616012;268.9;49.6;12.7;2.1;0.9;-2.5
walk;3;1636027616025;268.9;49.6;12.7;1.8;2;-2.8
walk;3;1636027616048;269;51.6;13.5;1.5;3.2;-2.5
walk;3;1636027616068;269.2;55.3;15;1.2;4.1;-1.7
walk;3;1636027616096;269.2;59.5;16.7;0.9;4.5;-1.2
walk;3;1636027616108;269.2;59.5;16.7;0.3;5.1;-0.4
walk;3;1636027616127;269.1;61.1;17.4;-0.2;5.9;1.7
walk;3;1636027616147;268.9;64.2;19;-0.5;6.1;1.7
walk;3;1636027616166;268.6;65.8;19.9;-0.7;6.7;2
walk;3;1636027616189;267.7;68.2;22.1;-1;7.3;2.4
walk;3;1636027616210;266.7;69.5;23.7;-1.1;7.3;2.2
walk;3;1636027616236;265.7;70.5;25.2;-1;7.4;3.6
walk;3;1636027616249;264.3;71.6;27.1;-1;7.4;3.6
walk;3;1636027616265;264.3;71.6;27.1;-0.7;6.8;4.6
walk;3;1636027616281;262.9;72.6;29.3;-0.8;6.3;4.8
walk;3;1636027616326;263.2;72.5;29.3;-0.7;6.2;3.8
walk;3;1636027616350;265.3;71.7;27.9;-0.4;5.8;3.7
walk;3;1636027616378;270.4;68.2;23.3;-0.3;5.3;4
walk;3;1636027616390;270.4;68.2;23.3;-0.3;4.9;3.4
walk;3;1636027616402;272;66.9;21.7;-0.3;4.9;3.4
walk;3;1636027616420;274.2;64.7;19.5;-0.4;4.9;2.8
walk;3;1636027616443;276.2;62.3;17.4;-0.7;4.6;2.3
walk;3;1636027616465;279.2;57.5;14.2;-0.7;4.4;2.3
walk;3;1636027616478;279.2;57.5;14.2;-0.3;4.5;1.8
walk;3;1636027616498;280.7;54.3;12.6;0.3;4.5;0
walk;3;1636027616516;283.2;48.6;10.3;0.3;4.3;-2.4
walk;3;1636027616540;285.4;43.4;8.1;0;3.8;-3.4
walk;3;1636027616560;286.5;40.5;7;-0.2;2.6;-3.3
walk;3;1636027616580;287.4;38.1;6.3;0.6;0.3;-2.1
walk;3;1636027616593;287.4;38.1;6.3;1.2;-0.7;-4.2
walk;3;1636027616612;289.6;32.4;4.6;1;-0.8;-6.5
walk;3;1636027616627;289.6;32.4;4.6;0.9;-1.1;-8.6
walk;3;1636027616646;290.8;29.6;3.9;1.2;-1.9;-10.2
walk;3;1636027616666;292.7;26.2;3.1;1.5;-3;-9.3
walk;3;1636027616689;294.7;23.9;2.6;2;-4.4;-7.9
walk;3;1636027616710;295.8;22.9;2.5;2.3;-5.5;-7.6
walk;3;1636027616730;297;22.4;2.5;2.1;-6.4;-8.2
walk;3;1636027616740;297;22.4;2.5;2.3;-5.9;-8.2
walk;3;1636027616760;297.8;22.5;2.7;2.5;-6.1;-7
walk;3;1636027616780;298.9;23.1;3;2.7;-6.3;-5.7
walk;3;1636027616798;301.1;25;3.6;2.7;-6.3;-4.8
walk;3;1636027616806;301.1;25;3.6;2.3;-6;-4.8
walk;3;1636027616818;302.4;26.3;3.9;2.3;-6;-4.8
walk;3;1636027616838;304.9;29.2;4.6;2;-5.1;-5.1
walk;3;1636027616850;304.9;29.2;4.6;1.6;-4;-5.5
walk;3;1636027616865;306.3;31.3;5.1;1.3;-2.7;-5.5
walk;3;1636027616878;306.3;31.3;5.1;1;-1.6;-4.8
walk;3;1636027616898;308.7;35.9;6.1;0.8;-0.9;-3.7
walk;3;1636027616918;309.7;38;6.5;0.6;-0.5;-2.9
walk;3;1636027616946;312.3;43.4;7.7;0.4;-0.1;-2
walk;3;1636027616959;312.3;43.4;7.7;0.1;1.3;-2.7
walk;3;1636027616977;313.3;45.3;8.1;-0.1;2.3;-3
walk;3;1636027616996;315.4;50;9;-0.2;3;-3
walk;3;1636027617016;316.4;52.9;9.6;-0.4;3.3;-2.2
walk;3;1636027617038;317.9;57.6;10.7;-0.3;3.1;-0.5
walk;3;1636027617060;318.7;59.7;11.4;-0.1;2.7;0.5
walk;3;1636027617086;319.6;61.4;11.9;-0.6;5;0.5
walk;3;1636027617099;320.1;62.5;12.4;-0.6;5;0.5
walk;3;1636027617105;320.1;62.5;12.4;-0.5;5.6;0.5
walk;3;1636027617117;320.6;64;13.2;-0.5;5.6;0.5
walk;3;1636027617133;320.9;65;13.9;-0.4;6;1
walk;3;1636027617155;321.1;66.4;14.8;-0.3;6.4;1.7
walk;3;1636027617173;321.2;68.6;16.2;-0.3;6.4;2.5
walk;3;1636027617185;321.2;68.6;16.2;-0.4;6.2;3.3
walk;3;1636027617205;321.6;70;17.2;-0.3;6.1;3.6
walk;3;1636027617216;321.6;70;17.2;-0.3;6.3;3.8
walk;3;1636027617231;322;70.4;17.4;-0.2;6.6;3.7
walk;3;1636027617244;322;70.4;17.4;-0.2;6.7;3.7
walk;3;1636027617259;322.7;70.4;17.4;-0.2;6.7;4.1
walk;3;1636027617278;323.2;70.2;17.3;0;6.7;4.4
walk;3;1636027617299;325;69.1;16.5;0.2;7;4.2
walk;3;1636027617322;326.4;67.8;15.7;0;6.8;4.3
walk;3;1636027617336;327.7;66.3;14.8;0;6.8;4.3
walk;3;1636027617355;328.6;64.8;14.2;0.6;6.3;4.3
walk;3;1636027617373;330.1;62.4;13.2;0.6;6.2;3.7
walk;3;1636027617392;332.6;57.4;11.6;0.6;6;2.9
walk;3;1636027617412;333.8;54.5;10.8;0.7;6.2;0.8
walk;3;1636027617433;334.7;52.4;10.2;0.5;6;0.4
walk;3;1636027617448;335.6;49.8;9.6;0.4;5.4;-0.3
walk;3;1636027617461;335.6;49.8;9.6;0.3;4.8;-0.1
walk;3;1636027617479;337;45.2;8.6;0;4.3;-0.1
walk;3;1636027617491;337;45.2;8.6;0.1;3.5;0.2
walk;3;1636027617511;337.7;42.4;8.2;0.4;2.7;-0.3
walk;3;1636027617534;338.3;40.3;7.8;0.6;1.9;-1.9
walk;3;1636027617555;340.1;32.3;6.4;0.4;1.3;-3.9
walk;3;1636027617575;340.6;30.1;5.8;0;0.3;-5.9
walk;3;1636027617602;340.9;28.7;5.3;-0.6;-2.2;-5.9
walk;3;1636027617616;341.2;27;4.9;-0.6;-2.2;-5.9
walk;3;1636027617631;341.4;25;4.5;0.4;-5.5;-4.4
walk;3;1636027617644;341.4;25;4.5;0.2;-5.8;-5.7
walk;3;1636027617663;341.5;23.4;4.2;-0.2;-6;-7.4
walk;3;1636027617683;341.6;21.4;3.8;-0.5;-6.6;-8.6
walk;3;1636027617706;341.1;17.8;3.4;-0.2;-7.5;-9.7
walk;3;1636027617725;340.9;17.5;3.5;0;-8.3;-10.4
walk;3;1636027617750;340.5;17.5;3.7;0.6;-9.1;-9.7
walk;3;1636027617774;339.9;18.7;4.2;0.7;-9.3;-8.4
walk;3;1636027617793;339.6;19.7;4.5;0.7;-9;-7.6
walk;3;1636027617813;339.4;20.7;4.7;0.1;-7.3;-7.6
walk;3;1636027617825;339.4;20.7;4.7;-0.3;-6.1;-8.1
walk;3;1636027617845;339.1;22.2;5.1;-0.4;-4.8;-8.5
walk;3;1636027617866;338.4;25.8;5.9;-0.4;-3.2;-8.6
walk;3;1636027617894;337.6;30.7;6.8;-0.4;-1.7;-8
walk;3;1636027617915;337.1;33.9;7.3;-0.2;-0.3;-7.1
walk;3;1636027617931;337.1;33.9;7.3;-0.1;2.7;-4.7
walk;3;1636027617946;336.4;39.6;8.1;0;4.1;-3.3
walk;3;1636027617958;336.4;39.6;8.1;0;5.4;-2.6
walk;3;1636027617980;335.9;42.9;8.6;0.1;6.4;-1.3
walk;3;1636027617999;335.5;46.1;9.1;0.1;7.3;-0.6
walk;3;1636027618021;334.6;54.2;10.1;-0.4;7.6;0.2
walk;3;1636027618041;334.2;57.3;10.6;-0.8;7.4;1.4
walk;3;1636027618059;334.2;57.3;10.6;-0.8;7.4;3.9
walk;3;1636027618077;333.3;62;11.4;-0.8;7.2;4.7
walk;3;1636027618088;333.3;62;11.4;-0.8;7.1;5.2
walk;3;1636027618100;333;64.1;11.6;-0.8;7.1;5.2
walk;3;1636027618116;332.8;65.5;11.7;-0.7;7;5.3
walk;3;1636027618135;332.7;66.8;11.7;-0.5;6.8;5.3
walk;3;1636027618155;332.8;68.2;11.4;-0.4;6.5;5
walk;3;1636027618176;333;68.6;11;-0.3;6.4;4.3
walk;3;1636027618196;333.1;68.7;10.8;-0.7;6.1;3.7
walk;3;1636027618214;333.3;68.7;10.6;-0.7;5.8;3.5
walk;3;1636027618227;333.3;68.7;10.6;-0.6;5.6;3.6
walk;3;1636027618244;333.3;68.5;10.6;-0.5;5.4;3.6
walk;3;1636027618249;333.3;68.5;10.6;-0.5;5.4;3.6
walk;3;1636027618261;333.2;68;10.7;-0.5;5.4;3.6
walk;3;1636027618273;333.2;68;10.7;-0.5;4.8;3.8
walk;3;1636027618293;333.1;67.3;10.8;-0.5;4.5;3.7
walk;3;1636027618313;333;66.7;10.9;-0.4;4;3.5
walk;3;1636027618335;332.7;64.7;11.4;-0.5;3.8;3.4
walk;3;1636027618360;332.2;61.5;11.9;-0.5;3.9;3.4
walk;3;1636027618386;332.1;59.9;12.1;0.3;4.1;1.9
walk;3;1636027618398;332.1;57.6;12.2;0.3;4.1;1.9
walk;3;1636027618405;332.1;57.6;12.2;0.3;4.8;-0.5
walk;3;1636027618418;332.2;55.7;12.2;0.3;4.8;-0.5
walk;3;1636027618431;332.2;53.4;12.2;0.4;4.9;-1.3
walk;3;1636027618442;332.2;53.4;12.2;0.8;4.7;-1.3
walk;3;1636027618461;331.8;49.7;12.5;1.1;4.5;-0.7
walk;3;1636027618473;331.8;49.7;12.5;1.1;4.3;-1
walk;3;1636027618485;331.7;47.5;12.6;1.1;4.3;-1
walk;3;1636027618505;331.8;43.1;12.5;0.9;3.9;-1.6
walk;3;1636027618519;331.8;43.1;12.5;0.5;3.8;-2.8
walk;3;1636027618537;332.2;39;12.4;0.5;3.7;-4.3
walk;3;1636027618549;332.2;39;12.4;1.1;3.2;-4
walk;3;1636027618565;332.4;37;12.3;1.8;1.9;-3.6
walk;3;1636027618578;332.4;37;12.3;1.9;0.2;-3.3
walk;3;1636027618596;333;33.5;11.7;1.3;-1;-3.3
walk;3;1636027618610;333;33.5;11.7;0.9;-1.7;-4.3
walk;3;1636027618629;334;29.5;11.3;1.2;-2;-5.8
walk;3;1636027618642;334;29.5;11.3;1.4;-2.9;-6.7
walk;3;1636027618661;334.5;27.5;11;1.4;-4.5;-6.5
walk;3;1636027618680;335;25.8;10.8;1.4;-5.6;-6.8
walk;3;1636027618701;335.4;24.5;10.7;1.4;-6.3;-7.1
walk;3;1636027618722;336.4;21.8;10.5;1.1;-6.9;-7.5
walk;3;1636027618740;336.7;21.8;10.5;0.7;-7.6;-7.3
walk;3;1636027618758;336.8;22;10.5;0.4;-8.1;-6.9
walk;3;1636027618782;336.9;22.7;10.6;-0.1;-8.3;-5.5
walk;3;1636027618801;337;23.5;10.6;-0.3;-8.2;-4.9
walk;3;1636027618814;337;24.6;10.8;-0.2;-7.8;-4.7
walk;3;1636027618827;337;24.6;10.8;0;-7.1;-5.2
walk;3;1636027618846;336.7;27.4;11.2;0.1;-6.2;-5.4
walk;3;1636027618858;336.7;27.4;11.2;0.2;-5.5;-5.2
walk;3;1636027618880;336.3;29.5;11.5;0.3;-4.8;-4.7
walk;3;1636027618899;335.4;33.7;12.2;0.3;-4.2;-4.4
walk;3;1636027618920;334.4;38.3;12.9;0.3;-3.4;-4.7
walk;3;1636027618939;333.8;41;13.2;0.3;-2.5;-5.1
walk;3;1636027618952;333.8;41;13.2;0.2;-1.4;-5.1
walk;3;1636027618972;332.4;46.1;14;-0.1;-0.4;-4.9
walk;3;1636027618984;332.4;46.1;14;-0.4;0.6;-4.7
walk;3;1636027619000;331.4;49;14.5;-0.6;1.5;-4.1
walk;3;1636027619020;330.6;51.1;14.9;-0.7;1.9;-3.5
walk;3;1636027619040;328.2;56.3;16.5;-1.2;2.5;-2.8
walk;3;1636027619069;327.2;58.1;17.1;-1.5;4;-1.9
walk;3;1636027619089;324.6;62;18.9;-1.5;4;-1.9
walk;3;1636027619108;322.8;64.3;20.1;-1.6;6;-1.2
